Symbol,Name,Market Capital,CEO,Employees,Headquarters,Founded,Industry,Source,Source Link,ceo_indian_origin
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,86679813394.0,Onur Genҫ,"124,741","Plaza San Nicolas, 4 Bilbao, VIZ 48005 Spain","May 28, 1857",,"CNBC,Google Finance","https://www.google.com/finance/quote/BBVA:NYSE?hl=en,https://www.cnbc.com/quotes/BBVA",no
BBW,Build-A-Bear Workshop Inc. Common Stock,670876395.0,Sharon Price JohnSharon Price John,"3,050","St. Louis, MissouriUnited States","Oct 26, 1997",,Google Finance,https://www.google.com/finance/quote/BBW:NYSE?hl=en,no
BBWI,Bath & Body Works Inc.,6024031296.0,Gina Boswell,"34,093","Columbus, OhioUnited States",1963,,Google Finance,https://www.google.com/finance/quote/BBWI:NYSE?hl=en,no
BBY,Best Buy Co. Inc. Common Stock,14009580866.0,Corie Barry,"85,000","Richfield, MinnesotaUnited States","Aug 22, 1966",,Google Finance,https://www.google.com/finance/quote/BBY:NYSE?hl=en,no
BC,Brunswick Corporation Common Stock,3324894315.0,David M. Foulkes,"15,000","Mettawa, IllinoisUnited States","Sep 15, 1845",,Google Finance,https://www.google.com/finance/quote/BC:NYSE?hl=en,no
BC^A,Brunswick Corporation 6.500% Senior Notes due 2048,,David M. Foulkes,"15,000","Mettawa, IllinoisUnited States","Sep 15, 1845",,Google Finance,https://www.google.com/finance/quote/BC:NYSE?hl=en,no
BC^C,Brunswick Corporation 6.375% Notes due 2049,,David M. Foulkes,"15,000","Mettawa, IllinoisUnited States","Sep 15, 1845",,Google Finance,https://www.google.com/finance/quote/BC:NYSE?hl=en,no
BCAB,BioAtla Inc. Common Stock,23893020.0,Jay Short Ph.D.,61,"11085 Torreyana Road San Diego, CA 92121 United States",2007,,"CNBC,Google Finance","https://www.google.com/finance/quote/BCAB:NASDAQ?hl=en,https://www.cnbc.com/quotes/BCAB",no
BCAL,California BanCorp Common Stock,484249279.0,,290,"San Diego, CaliforniaUnited States",2001,,Google Finance,https://www.google.com/finance/quote/BCAL:NASDAQ?hl=en,
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,1610130150.0,,,"Wilmington, DelawareUnited States",2020,,Google Finance,https://www.google.com/finance/quote/BCAT:NYSE?hl=en,
BCAX,Bicara Therapeutics Inc. Common Stock,504460017.0,,55,"Boston, MassachusettsUnited States",2018,,Google Finance,https://www.google.com/finance/quote/BCAX:NASDAQ?hl=en,
BCBP,BCB Bancorp Inc. (NJ) Common Stock,139017279.0,,290,"Bayonne, New JerseyUnited States",2000,,Google Finance,https://www.google.com/finance/quote/BCBP:NASDAQ?hl=en,
BCC,Boise Cascade L.L.C. Common Stock,3269266598.0,,"7,670","Boise, IdahoUnited States",2004,,Google Finance,https://www.google.com/finance/quote/BCC:NYSE?hl=en,
BCDA,BioCardia Inc. Common Stock,11184242.0,,19,"Sunnyvale, CaliforniaUnited States",Mar 2002,,Google Finance,https://www.google.com/finance/quote/BCDA:NASDAQ?hl=en,
BCE,BCE Inc. Common Stock,19887771645.0,Mirko Bibic,"40,390","1 Carrefour Alexander-Graham-Bell Building A, 4th Floor Verdun, QC H3E 3B3 Canada",1983,,"CNBC,Google Finance","https://www.google.com/finance/quote/BCE:NYSE?hl=en,https://www.cnbc.com/quotes/BCE",no
BCG,Binah Capital Group Inc. Common Stock,36857461.0,,150,"17 Battery Place, Room 625 New York, NY 10004 United States",2016,,"CNBC,Google Finance","https://www.google.com/finance/quote/BCG:NASDAQ?hl=en,https://www.cnbc.com/quotes/BCG",
BCGWW,Binah Capital Group Inc. Warrants,846725.0,,150,"17 Battery Place, Room 625 New York, NY 10004 United States",2016,,"CNBC,Google Finance","https://www.google.com/finance/quote/BCGWW:NASDAQ?hl=en,https://www.cnbc.com/quotes/BCGWW",
BCH,Banco De Chile ADS,15258630115.0,Eduardo Ebensperger,"11,614",Ahumada 251 Santiago 8320206 Chile,"Oct 28, 1893",,"CNBC,Google Finance","https://www.cnbc.com/quotes/BCH,https://www.google.com/finance/quote/BCH:NYSE?hl=en",no
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,8891541.0,Chaim LebovitsStacy R. Lindborg,27,"1325 Avenue Of Americas, 28Th Floor New York, NY 10019 United States",2000,,"CNBC,Google Finance","https://www.google.com/finance/quote/BCLI:NASDAQ?hl=en,https://www.cnbc.com/quotes/BCLI",no
BCML,BayCom Corp Common Stock,290473226.0,,320,"Walnut Creek, CaliforniaUnited States",Jul 2004,,Google Finance,https://www.google.com/finance/quote/BCML:NASDAQ?hl=en,
BCO,Brinks Company (The) Common Stock,3446519426.0,Mark Eubanks,"67,100","Richmond, VirginiaUnited States","May 5, 1859",,Google Finance,https://www.google.com/finance/quote/BCO:NYSE?hl=en,no
BCPC,Balchem Corporation Common Stock,5437304077.0,Theodore Harris,"1,379","Montvale, New JerseyUnited States",1967,,"CNBC,Google Finance","https://www.google.com/finance/quote/BCPC:NASDAQ?hl=en,https://www.cnbc.com/quotes/BCPC",no
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,2249440446.0,Jon P. Stonehouse,580,"Durham, North CarolinaUnited States",1986,,Google Finance,https://www.google.com/finance/quote/BCRX:NASDAQ?hl=en,no
BCS,Barclays PLC Common Stock,63654790944.0,C. S. Venkatakrishnan,"23,788","London, Greater LondonUnited Kingdom","Nov 17, 1690",,Google Finance,https://www.google.com/finance/quote/BCS:NYSE?hl=en,yes
BCSF,Bain Capital Specialty Finance Inc. Common Stock,1019732930.0,,,"Boston, MassachusettsUnited States",2015,,Google Finance,https://www.google.com/finance/quote/BCSF:NYSE?hl=en,
BCTX,BriaCell Therapeutics Corp. Common Shares,12760474.0,,17,"West Vancouver, British ColumbiaCanada",2006,,Google Finance,https://www.google.com/finance/quote/BCTX:NASDAQ?hl=en,
BCTXW,BriaCell Therapeutics Corp. Warrant,333850.0,,17,"West Vancouver, British ColumbiaCanada",2006,,Google Finance,https://www.google.com/finance/quote/BCTXW:NASDAQ?hl=en,
BCTXZ,BriaCell Therapeutics Corp. Warrant,4061837.0,,17,"West Vancouver, British ColumbiaCanada",2006,,Google Finance,https://www.google.com/finance/quote/BCTXZ:NASDAQ?hl=en,
BCV,Bancroft Fund Ltd.,0.0,Mario Gabelli,,"SUITE 550, 65 MADISON AVENUE Morristown, NJ 07960 United States",,Closed-End Funds,"CNBC,Market Watch","https://www.cnbc.com/quotes/BCV,https://www.marketwatch.com/investing/stock/BCV/company-profile?mod=mw_quote_tab",yes
BCV^A,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,,Mario Gabelli,,"SUITE 550, 65 MADISON AVENUE Morristown, NJ 07960 United States",,Closed-End Funds,"CNBC,Market Watch","https://www.cnbc.com/quotes/BCV,https://www.marketwatch.com/investing/stock/BCV/company-profile?mod=mw_quote_tab",yes
BCX,BlackRock Resources Common Shares of Beneficial Interest,783239432.0,John M. Perlowski,,"Wilmington, DelawareUnited States",2010,Closed-End Funds,"Market Watch,Google Finance","https://www.google.com/finance/quote/BCX:NYSE?hl=en,https://www.marketwatch.com/investing/stock/BCX/company-profile?mod=mw_quote_tab",no
BCYC,Bicycle Therapeutics plc American Depositary Shares,569267420.0,Kevin Lee,305,"Blocks A & B, Portway Building, Granta P Cambridge CB21 6GS United Kingdom",2009,Biotechnology,"CNBC,Market Watch,Google Finance","https://www.google.com/finance/quote/BCYC:NASDAQ?hl=en,https://www.marketwatch.com/investing/stock/BCYC/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/BCYC",no
BDC,Belden Inc Common Stock,4194566851.0,Ashish Chand,"7,500","St. Louis, MissouriUnited States",1902,Industrial Electronics,"Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/BDC/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/BDC:NYSE?hl=en",yes
BDJ,Blackrock Enhanced Equity Dividend Trust,1515381636.0,John M. Perlowski,,"Wilmington, DelawareUnited States",2005,Closed-End Funds,"Market Watch,Google Finance","https://www.google.com/finance/quote/BDJ:NYSE?hl=en,https://www.marketwatch.com/investing/stock/BDJ/company-profile?mod=mw_quote_tab",no
BDL,Flanigan's Enterprises Inc. Common Stock,50855184.0,James Flanigan II,,"5059 N.E. 18Th Avenue Fort Lauderdale, FL 33334 United States",,,CNBC,https://www.cnbc.com/quotes/BDL,no
BDMD,Baird Medical Investment Holdings Ltd Ordinary Share,142511211.0,,148,"18/F, Ovest, 77 Wing Lok Street, Sheung Guangzhou, GNG China",2012,,"CNBC,Google Finance","https://www.google.com/finance/quote/BDMD:NASDAQ?hl=en,https://www.cnbc.com/quotes/BDMD",
BDMDW,Baird Medical Investment Holdings Ltd Warrant,2276478.0,,148,"18/F, Ovest, 77 Wing Lok Street, Sheung Guangzhou, GNG China",2012,,"CNBC,Google Finance","https://www.google.com/finance/quote/BDMDW:NASDAQ?hl=en,https://www.cnbc.com/quotes/BDMDW",
BDN,Brandywine Realty Trust Common Stock,731580632.0,Gerard H Sweeney,288,"Philadelphia, PennsylvaniaUnited States",1994,,Google Finance,https://www.google.com/finance/quote/BDN:NYSE?hl=en,no
BDRX,Biodexa Pharmaceuticals plc American Depositary Shs,627307.0,,13,"1 Caspian Point, Caspian Way Abingdon CF10 4DQ United Kingdom",2000,,"CNBC,Google Finance","https://www.google.com/finance/quote/BDRX:NASDAQ?hl=en,https://www.cnbc.com/quotes/BDRX",
BDSX,Biodesix Inc. Common Stock,44262035.0,,273,"Louisville, ColoradoUnited States",2005,,Google Finance,https://www.google.com/finance/quote/BDSX:NASDAQ?hl=en,
BDTX,Black Diamond Therapeutics Inc. Common Stock,125097797.0,"Mark Velleca M.D., Ph.D.",24,"One Main Street, 14Th Floor Cambridge, MA 02142 United States",2014,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BDTX,https://www.google.com/finance/quote/BDTX:NASDAQ?hl=en",no
BDX,Becton Dickinson and Company Common Stock,49465573582.0,Thomas Polen,"74,000","Franklin Lakes, New JerseyUnited States",1897,,Google Finance,https://www.google.com/finance/quote/BDX:NYSE?hl=en,no
BE,Bloom Energy Corporation Class A Common Stock,4289262353.0,KR Sridhar,"2,127","4353 N 1st St San Jose, CA 95134-1259 United States",2001,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BE,https://www.google.com/finance/quote/BE:NYSE?hl=en",yes
BEAG,Bold Eagle Acquisition Corp. Class A Ordinary Shares,0.0,Eli Baker,,"955 Fifth Avenue New York, NY 10075 United States",2021,,"CNBC,Google Finance","https://www.google.com/finance/quote/BEAG:NASDAQ?hl=en,https://www.cnbc.com/quotes/BEAG",yes
BEAGR,Bold Eagle Acquisition Corp. Right,0.0,Eli Baker,,"955 Fifth Avenue New York, NY 10075 United States",,,CNBC,https://www.cnbc.com/quotes/BEAGR,yes
BEAGU,Bold Eagle Acquisition Corp. Units,0.0,Eli Baker,,"955 Fifth Avenue New York, NY 10075 United States",2021,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BEAGU,https://www.google.com/finance/quote/BEAGU:NASDAQ?hl=en",yes
BEAM,Beam Therapeutics Inc. Common Stock,1591818798.0,John Evans,393,"238 Main Street Cambridge, MA 02142 United States",2017,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BEAM,https://www.google.com/finance/quote/BEAM:NASDAQ?hl=en",no
BEAT,Heartbeam Inc. Common Stock,57471536.0,,19,"Santa Clara, CaliforniaUnited States",2015,,Google Finance,https://www.google.com/finance/quote/BEAT:NASDAQ?hl=en,
BEATW,Heartbeam Inc. Warrant,20067708.0,,19,"Santa Clara, CaliforniaUnited States",2015,,Google Finance,https://www.google.com/finance/quote/BEATW:NASDAQ?hl=en,
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing four Class A Ordinary Share,52615381.0,,"2,193","No.1 Beijiao Town, Shunde District Foshan, GNG 528300 China",1994,,"CNBC,Google Finance","https://www.google.com/finance/quote/BEDU:NYSE?hl=en,https://www.cnbc.com/quotes/BEDU",
BEEM,Beam Global Common Stock,24836147.0,Desmond Wheatley,245,"San Diego, CaliforniaUnited States",2006,,"CNBC,Google Finance","https://www.google.com/finance/quote/BEEM:NASDAQ?hl=en,https://www.cnbc.com/quotes/BEEM",no
BEEP,Mobile Infrastructure Corporation Common Stock,166632000.0,Manuel Chavez III,18,"Cincinnati, OhioUnited States",2015,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BEEP,https://www.google.com/finance/quote/BEEP:NASDAQ?hl=en",no
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),21482531874.0,Yongdong Peng,"135,072","Oriental Electronic Technology Building, Beijing, BEJ 100086 China","Jul 6, 2018",,"CNBC,Google Finance","https://www.google.com/finance/quote/BEKE:NYSE?hl=en,https://www.cnbc.com/quotes/BEKE",no
BELFA,Bel Fuse Inc. Class A Common Stock,804506574.0,Daniel Bernstein,"5,370","300 Executive Drive, Suite 300 West Orange, NJ 07052 United States",1949,,"CNBC,Google Finance","https://www.google.com/finance/quote/BELFA:NASDAQ?hl=en,https://www.cnbc.com/quotes/BELFA",no
BELFB,Bel Fuse Inc. Class B Common Stock,934854120.0,Daniel Bernstein,"5,370","300 Executive Drive, Suite 300 West Orange, NJ 07052 United States",1949,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BELFB,https://www.google.com/finance/quote/BELFB:NASDAQ?hl=en",no
BEN,Franklin Resources Inc. Common Stock,11372280824.0,Jenny Johnson,"10,000","San Mateo, CaliforniaUnited States",1947,,Google Finance,https://www.google.com/finance/quote/BEN:NYSE?hl=en,yes
BENF,Beneficient Class A Common Stock,3846306.0,Bradley Heppner,80,"Dallas, TexasUnited States",,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BENF,https://www.google.com/finance/quote/BENF:NASDAQ?hl=en",no
BENFW,Beneficient Warrant,57149.0,Bradley Heppner,,"325 N. Saint Paul Street, Suite 4850 Dallas, TX 75201 United States",2023,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BENFW,https://www.google.com/finance/quote/BENFW:NASDAQ?hl=en",no
BEP,Brookfield Renewable Partners L.P. Limited Partnership Units,15806115412.0,Connor Teskey,"5,270","73 Front Street, Fifth Floor Hamilton HM 12 Bermuda",2011,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BEP,https://www.google.com/finance/quote/BEP:NYSE?hl=en",no
BEP^A,Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units Series 17,,Connor Teskey,"5,270","73 Front Street, Fifth Floor Hamilton HM 12 Bermuda",2011,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BEP,https://www.google.com/finance/quote/BEP:NYSE?hl=en",no
BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,10994854547.0,,"2,416","250 Vesey Street, 15Th Floor New York, NY 10281-1023 United States",2019,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BEPC,https://www.google.com/finance/quote/BEPC:NYSE?hl=en",
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,4218444155.0,,,,,,,,
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,4250032232.0,,,,,,,,
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,6584678316.0,,,,,,,,
BETR,Better Home & Finance Holding Company Class A Common Stock,204500323.0,Vishal Garg,"1,250","3 World Trade Center 175 Greenwich Street, 57Th Floor New York, NY 10007 United States",2014,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BETR,https://www.google.com/finance/quote/BETR:NASDAQ?hl=en",yes
BF/A,Brown Forman Corporation,,,,"Viale della Fiera, 20 Bologna 40127 Italy",,,CNBC,https://www.cnbc.com/quotes/BF,
BF/B,Brown Forman Corporation,,,,"Viale della Fiera, 20 Bologna 40127 Italy",,,CNBC,https://www.cnbc.com/quotes/BF,
BFAM,Bright Horizons Family Solutions Inc. Common Stock,7397144319.0,Stephen Kramer,"32,050","Newton, MassachusettsUnited States",1986,,Google Finance,https://www.google.com/finance/quote/BFAM:NYSE?hl=en,no
BFC,Bank First Corporation Common Stock,1153431301.0,Michael Molepske,366,"402 N 8th St Manitowoc, WI 54220-4010 United States",1894,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BFC,https://www.google.com/finance/quote/BFC:NASDAQ?hl=en",no
BFH,Bread Financial Holdings Inc. Common Stock,2385179983.0,Ralph Andretta,"6,000","Columbus, OhioUnited States","Apr 22, 1983",,Google Finance,https://www.google.com/finance/quote/BFH:NYSE?hl=en,no
BFIN,BankFinancial Corporation Common Stock,150026563.0,F. Morgan Gasior,191,"Burr Ridge, IllinoisUnited States",1924,,Google Finance,https://www.google.com/finance/quote/BFIN:NASDAQ?hl=en,yes
BFK,BlackRock Municipal Income Trust,0.0,,,"Wilmington, DelawareUnited States",2001,,Google Finance,https://www.google.com/finance/quote/BFK:NYSE?hl=en,
BFLY,Butterfly Network Inc. Class A Common Stock,593493432.0,Joe DeVivo,190,"1600 District Avenue Burlington, MA 01803 United States",2011,,"CNBC,Google Finance","https://www.google.com/finance/quote/BFLY:NYSE?hl=en,https://www.cnbc.com/quotes/BFLY",no
BFRG,Bullfrog AI Holdings Inc. Common Stock,16100548.0,Vininder Singh,9,"Gaithersburg, MarylandUnited States",2017,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BFRG,https://www.google.com/finance/quote/BFRG:NASDAQ?hl=en",yes
BFRGW,Bullfrog AI Holdings Inc. Warrants,4378219.0,Vininder Singh,9,"Gaithersburg, MarylandUnited States",2017,,"CNBC,Google Finance","https://www.google.com/finance/quote/BFRGW:NASDAQ?hl=en,https://www.cnbc.com/quotes/BFRGW",yes
BFRI,Biofrontera Inc. Common Stock,5308763.0,Hermann Luebbert Ph.D.,93,"Woburn, MassachusettsUnited States",2015,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BFRI,https://www.google.com/finance/quote/BFRI:NASDAQ?hl=en",no
BFRIW,Biofrontera Inc. Warrants,869050.0,Hermann Luebbert Ph.D.,88,"120 Presidential Way,, Suite 330 Woburn, MA 01801 United States",1997,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BFRIW,https://www.google.com/finance/quote/BFRIW:NASDAQ?hl=en",no
BFS,Saul Centers Inc. Common Stock,815580229.0,B. Francis Saul II,145,"Bethesda, MarylandUnited States",1993,,"CNBC,Google Finance","https://www.cnbc.com/quotes/BFS,https://www.google.com/finance/quote/BFS:NYSE?hl=en",yes
BFS^D,Saul Centers Inc. Depositary Shares each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock,,B. Francis Saul II,145,"Bethesda, MarylandUnited States",1993,Retail REITs,"CNBC,Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/BFS/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/BFS,https://www.google.com/finance/quote/BFS:NYSE?hl=en",yes
BFS^E,Saul Centers Inc. Depositary shares each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock,,B. Francis Saul II,145,"Bethesda, MarylandUnited States",1993,Retail REITs,"CNBC,Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/BFS/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/BFS,https://www.google.com/finance/quote/BFS:NYSE?hl=en",yes
BFST,Business First Bancshares Inc. Common Stock,706443717.0,David Melville III,861,"Baton Rouge, LouisianaUnited States",2006,Banking,"CNBC,Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/BFST/company-profile?mod=mw_quote_tab,https://www.cnbc.com/quotes/BFST,https://www.google.com/finance/quote/BFST:NASDAQ?hl=en",no
BFZ,BlackRock California Municipal Income Trust,0.0,John M. Perlowski,,"Wilmington, DelawareUnited States",,Closed-End Funds,"Market Watch,Google Finance","https://www.google.com/finance/quote/BFZ:NYSE?hl=en,https://www.marketwatch.com/investing/stock/BFZ/company-profile?mod=mw_quote_tab",no
